INFO 2025-02-20 04:02:22,016 autoreload Watching for file changes with StatReloader
DEBUG 2025-02-20 04:02:22,116 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:02:22,116 autoreload File /usr/local/lib/python3.12/importlib/_abc.py first seen with mtime 1724146130.7717814
DEBUG 2025-02-20 04:02:22,116 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sites/shortcuts.py first seen with mtime 1736311827.3949268
DEBUG 2025-02-20 04:02:22,116 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/apps.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:02:22,116 autoreload File /usr/local/lib/python3.12/email/_parseaddr.py first seen with mtime 1724146130.575777
DEBUG 2025-02-20 04:02:22,116 autoreload File /usr/local/lib/python3.12/html/__init__.py first seen with mtime 1724146130.6917796
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/urllib/response.py first seen with mtime 1724146130.9437852
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/asyncio/unix_events.py first seen with mtime 1724146130.5437763
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/apps.py first seen with mtime 1736314502.0375469
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/concurrent/futures/_base.py first seen with mtime 1724146130.5517766
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/json/encoder.py first seen with mtime 1724146130.7957819
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/keywords.py first seen with mtime 1736311826.9909337
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/sqlite3/dbapi2.py first seen with mtime 1724146130.891784
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/sqlite3/__init__.py first seen with mtime 1724146130.891784
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/shutil.py first seen with mtime 1724146130.4917753
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/concurrent/__init__.py first seen with mtime 1724146130.5517766
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/mail/message.py first seen with mtime 1736311827.4209263
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/decorators/csrf.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/client.py first seen with mtime 1736311827.4309263
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/lib-dynload/_heapq.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2279437
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/apps.py first seen with mtime 1736311827.3729272
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/decorators.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/client.py first seen with mtime 1736311827.4269264
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/email/policy.py first seen with mtime 1724146130.5877774
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/authentication.py first seen with mtime 1736314502.0375469
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/lib-dynload/zlib.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2679446
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/signals.py first seen with mtime 1736311827.4159265
DEBUG 2025-02-20 04:02:22,117 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/decorators/common.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:02:22,117 autoreload File /usr/local/lib/python3.12/operator.py first seen with mtime 1724146130.4677746
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/email/_policybase.py first seen with mtime 1724146130.5797772
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/lib-dynload/_struct.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2439442
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/apps/registry.py first seen with mtime 1736311827.0569327
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1736311827.437926
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/__init__.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/apps.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/models.py first seen with mtime 1738745847.2787728
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/textwrap.py first seen with mtime 1724146130.5077755
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/field_mapping.py first seen with mtime 1736314502.072547
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/gettext.py first seen with mtime 1724146130.4477742
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/widgets.py first seen with mtime 1736311827.1109316
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/schemas/generators.py first seen with mtime 1736314502.0545468
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/graphlib.py first seen with mtime 1724146130.4477742
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/asyncio/base_futures.py first seen with mtime 1724146130.527776
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/locks.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/logging/config.py first seen with mtime 1724146130.8597832
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/lib-dynload/_bisect.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2239437
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/middleware.py first seen with mtime 1736311827.3339279
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/staticfiles/checks.py first seen with mtime 1736311827.4149265
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/manager.py first seen with mtime 1736311827.4359262
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/heapq.py first seen with mtime 1724146130.4517744
DEBUG 2025-02-20 04:02:22,118 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/engine/__init__.py first seen with mtime 1736311826.9919338
DEBUG 2025-02-20 04:02:22,118 autoreload File /usr/local/lib/python3.12/lib-dynload/_sqlite3.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.3319461
DEBUG 2025-02-20 04:02:22,119 autoreload File /usr/local/lib/python3.12/html/parser.py first seen with mtime 1724146130.6917796
DEBUG 2025-02-20 04:02:22,119 autoreload File /usr/local/lib/python3.12/dataclasses.py first seen with mtime 1724146130.435774
DEBUG 2025-02-20 04:02:22,119 autoreload File /usr/local/lib/python3.12/selectors.py first seen with mtime 1724146130.487775
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/query.py first seen with mtime 1736311827.4359262
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1736311827.3729272
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/connection.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/_functions.py first seen with mtime 1736311827.4309263
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/operations/special.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/sql/__init__.py first seen with mtime 1736311827.438926
DEBUG 2025-02-20 04:02:22,119 autoreload File /usr/local/lib/python3.12/asyncio/taskgroups.py first seen with mtime 1724146130.5397763
DEBUG 2025-02-20 04:02:22,119 autoreload File /usr/local/lib/python3.12/urllib/error.py first seen with mtime 1724146130.939785
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/library.py first seen with mtime 1736311827.4509258
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/api/permissions.py first seen with mtime 1738745277.4513016
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:02:22,119 autoreload File /usr/local/lib/python3.12/locale.py first seen with mtime 1724146130.4557745
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/apps.py first seen with mtime 1736312696.0694044
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/schema.py first seen with mtime 1736311827.4269264
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/options.py first seen with mtime 1736311827.1099317
DEBUG 2025-02-20 04:02:22,119 autoreload File /usr/local/lib/python3.12/json/decoder.py first seen with mtime 1724146130.7957819
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/permissions.py first seen with mtime 1736314502.039547
DEBUG 2025-02-20 04:02:22,119 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/features.py first seen with mtime 1736311827.4309263
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1736311827.373927
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/forms/array.py first seen with mtime 1736311827.335928
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/middleware/security.py first seen with mtime 1736311827.449926
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/validators.py first seen with mtime 1736311827.3349278
DEBUG 2025-02-20 04:02:22,120 autoreload File /usr/local/lib/python3.12/asyncio/locks.py first seen with mtime 1724146130.5317762
DEBUG 2025-02-20 04:02:22,120 autoreload File /usr/local/lib/python3.12/pathlib.py first seen with mtime 1724146130.4677746
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/watchmate/manage.py first seen with mtime 1736312339.5497353
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/schemas/inspectors.py first seen with mtime 1736314502.0545468
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/sites.py first seen with mtime 1736311827.1099317
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/actions.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/security/sessions.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/signals.py first seen with mtime 1736311827.4359262
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/messages.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/dispatch/__init__.py first seen with mtime 1736311827.4399261
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/formats.py first seen with mtime 1736311827.4569259
DEBUG 2025-02-20 04:02:22,120 autoreload File /usr/local/lib/python3.12/lib-dynload/_statistics.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2559443
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/deconstruct.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:02:22,120 autoreload File /usr/local/lib/python3.12/asyncio/selector_events.py first seen with mtime 1724146130.5397763
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/signals.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/urls/conf.py first seen with mtime 1736311827.4549258
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/cache/__init__.py first seen with mtime 1736311827.4169264
DEBUG 2025-02-20 04:02:22,120 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/fields.py first seen with mtime 1736314502.0385468
DEBUG 2025-02-20 04:02:22,120 autoreload File /usr/local/lib/python3.12/linecache.py first seen with mtime 1724146130.4557745
DEBUG 2025-02-20 04:02:22,121 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/options.py first seen with mtime 1736311827.4359262
DEBUG 2025-02-20 04:02:22,121 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/utils.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:02:22,121 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/generics.py first seen with mtime 1736314502.0385468
DEBUG 2025-02-20 04:02:22,121 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/generic/edit.py first seen with mtime 1736311827.4609258
DEBUG 2025-02-20 04:02:22,121 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/http/response.py first seen with mtime 1736311827.448926
DEBUG 2025-02-20 04:02:22,121 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/query_utils.py first seen with mtime 1736311827.4359262
DEBUG 2025-02-20 04:02:22,121 autoreload File /usr/local/lib/python3.12/lib-dynload/array.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2199435
DEBUG 2025-02-20 04:02:22,121 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/views/main.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:02:22,121 autoreload File /usr/local/lib/python3.12/email/charset.py first seen with mtime 1724146130.5797772
